EE Provider ID	EE UID	Client ID	Client Age at Entry	Client Age at Exit	Client Gender	Client Primary Race	Client Ethnicity	Client Veteran Status	Entry Date	Exit Date	Destination	Reason for Leaving	length of stay
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072633	1003567	36.0	36.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-03	2019-10-13	No exit interview completed (HUD)	Unknown/Disappeared	10.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072648	1003586	55.0	56.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-30	2019-10-15	Data not collected (HUD)	Unknown/Disappeared	15.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072694	484109	38.0	38.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2019-10-04	2019-10-05	No exit interview completed (HUD)	Unknown/Disappeared	1.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072719	212637	44.0	44.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-04				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072722	402130	55.0	55.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-04				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072724	1003614	63.0	63.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-04	2019-10-23	No exit interview completed (HUD)	Unknown/Disappeared	19.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072771	176719	59.0	59.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-04				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072787	167279	54.0	54.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-04	2019-10-07	Place not meant for habitation (HUD)	Does not or no longer qualifies for program	3.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072789	1003627	58.0	58.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-04	2019-10-06	No exit interview completed (HUD)	z-Left before completing program (not a HUD answer)	2.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072793	367206	61.0	61.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-05	2019-10-09	No exit interview completed (HUD)	Unknown/Disappeared	4.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072858	1002617	31.0	31.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-07				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072893	1003658	27.0	27.0	Male	White (HUD)	Client doesn't know (HUD)	No (HUD)	2019-10-07				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072934	419391	46.0	46.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-07	2019-10-12	Data not collected (HUD)	Unknown/Disappeared	5.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072939	1003707	34.0	34.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-07	2019-10-21	Rental by client, no ongoing housing subsidy (HUD)	Left for housing opp. before completing program	14.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073006	384548	53.0	53.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-08	2019-10-15	Data not collected (HUD)	Unknown/Disappeared	7.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073016	274182	45.0	45.0	Male	American Indian or Alaska Native (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-08				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073178	509654	53.0	53.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-09				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073189	1001942	35.0	35.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-10				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073218	1002573	51.0	51.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-10	2019-10-16	Data not collected (HUD)	Unknown/Disappeared	6.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073234	329213	40.0	40.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-10	2019-10-12	Data not collected (HUD)	Unknown/Disappeared	2.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073259	300487	29.0	30.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-10				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073262	191565	56.0	56.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-10				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073267	1003772	20.0	21.0	Female	White (HUD)	Hispanic/Latino (HUD)		2019-10-10				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073273	1003922	56.0	56.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-10				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073326	277444	64.0	64.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-11				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073370	168290	61.0	61.0	Male	White (HUD)	Hispanic/Latino (HUD)	No (HUD)	2019-10-11				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073378	329213	40.0	40.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-12	2019-10-14	Data not collected (HUD)	Unknown/Disappeared	2.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073390	419391	46.0	46.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-13	2019-10-21	No exit interview completed (HUD)	Unknown/Disappeared	8.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073391	1003567	36.0	36.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-13				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073468	441221	64.0	64.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-14	2019-10-22	No exit interview completed (HUD)	Unknown/Disappeared	8.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073470	429149	52.0	52.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-14	2019-10-25	No exit interview completed (HUD)	Non-compliance with program	11.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073492	276625	25.0	26.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-13				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073504	472573	31.0	31.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-14				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073507	233199	50.0	50.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2019-10-14				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073604	135019	65.0	66.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-15				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073626	1004040	21.0	21.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)		2019-10-15				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073634	208457	53.0	53.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-15				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073654	484109	38.0	38.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2019-10-15	2019-10-21	No exit interview completed (HUD)	Unknown/Disappeared	6.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073662	359310	45.0	45.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-15				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073663	1004062	35.0	35.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-15	2019-10-16	No exit interview completed (HUD)	Unknown/Disappeared	1.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073769	403050	27.0	27.0	Male	American Indian or Alaska Native (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-16				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073775	344698	61.0	61.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-16				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073864	1003773	70.0	70.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)		2019-10-17				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073866	196342	30.0	30.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2019-10-17				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073895	1004044	62.0	62.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-17	2019-10-22	No exit interview completed (HUD)	Unknown/Disappeared	5.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073907	420019	56.0	56.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2019-10-17	2019-10-23	No exit interview completed (HUD)	Unknown/Disappeared	6.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073908	180564	22.0	22.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-17	2019-10-19	No exit interview completed (HUD)	Unknown/Disappeared	2.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073917	422786	51.0	51.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-17				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073963	479753	22.0	22.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-17				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1073984	1001409	43.0	43.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-18	2019-10-21	No exit interview completed (HUD)	Unknown/Disappeared	3.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1074006	91355	32.0	32.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-19	2019-10-23	Rental by client, no ongoing housing subsidy (HUD)	Left for housing opp. before completing program	4.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1074024	456071	42.0	42.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-19	2019-10-23	No exit interview completed (HUD)	Unknown/Disappeared	4.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1074025	1004212	51.0	51.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-20				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1074026	1004126	18.0	18.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)		2019-10-20				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1074179	106968	55.0	55.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-22				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1074217	1003651	53.0	53.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-22				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1074277	109426	54.0	54.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-23				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1074280	109426	54.0	54.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-23				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1074300	416679	53.0	53.0	Male	American Indian or Alaska Native (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-23				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1074322	166411	31.0	31.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-23				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1074391	198376	39.0	39.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-24	2019-10-25	No exit interview completed (HUD)	Unknown/Disappeared	1.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1074405	1004266	59.0	59.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)		2019-10-24	2019-10-25	No exit interview completed (HUD)	Unknown/Disappeared	1.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1074495	407506	22.0	22.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-25				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1074506	429149	52.0	52.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-25				
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	598786	124639	40.0	41.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2014-11-10	2015-05-02	Staying or living with family, temporary tenure (HUD)	Other	173.0
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	598791	320781	40.0	40.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2014-11-10	2015-03-18	Staying or living with family, temporary tenure (HUD)	Other	128.0
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	598792	385457	34.0	34.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2014-11-10	2015-01-07	Staying or living with family, temporary tenure (HUD)	Other	58.0
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	602692	208663	24.0	24.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2014-11-24	2015-04-01	Staying or living with family, temporary tenure (HUD)	Other	128.0
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	603777	386841	46.0	46.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2014-11-26	2015-01-14	Other (HUD)	Completed program	49.0
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	603785	106864	21.0	22.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)		2014-11-28	2015-02-20	Staying or living with family, temporary tenure (HUD)	Other	84.0
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	606994	194922	77.0	77.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2014-12-09	2015-03-12	Staying or living with family, temporary tenure (HUD)	Other	93.0
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	607502	387590	38.0	38.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2014-12-10	2015-01-14	Other (HUD)	Completed program	35.0
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	607503	387842	24.0	24.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2014-12-10	2015-02-03	Staying or living with family, temporary tenure (HUD)	Other	55.0
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	607504	387043	23.0	24.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2014-12-10	2015-02-09	Staying or living with family, temporary tenure (HUD)	Other	61.0
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	607510	346065	50.0	50.0	Male	White (HUD)	Hispanic/Latino (HUD)	No (HUD)	2014-12-10	2015-02-03	Staying or living with family, temporary tenure (HUD)	Other	55.0
